BookId,CollectionURL,Title,Keyword,Description,LanguageId,Subject_0,Author_0,Author_1,Author_2,Publisher,ExternalPublisher,CollectionType,PublicationYear,PublishYear,Subject_1,PublisherCity,Location_0,Location_1,Location_2,Location_3,SubjectId_0,PublisherId
18222519-7685-48da-a25e-3deb8853f245,NA,Gematika : jurnal manajemen informatika,NA,NA,NA,Manajemen,NA,NA,NA,Sekolah Tinggi Manajemen Informatika dan Komputer Akakom,NA,Periodical Literature,2006,2006.0,NA,Yogyakarta,JWC,NA,NA,NA,NA,Sekolah Tinggi Manajemen Informatika dan Komputer Akakom
eec92f9b-b2e9-4984-9c5d-4019c1c59a91,NA,Trust,NA,NA,NA,Ekonomi,NA,NA,NA,PT. Hikmat Makna Aksara,NA,Periodical Literature,2008,2008.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
2c749b14-5c5b-4653-a858-2de4911728f9,NA,Investor,NA,NA,NA,Keuangan,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2012,2012.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
7e3b2acb-cbac-4dc1-8426-63917c5b3045,NA,Majalah Info Komputer,NA,NA,NA,Komputer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2011,2011.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
bcaa3c43-29d0-4938-bbdb-6d842b4e93f7,NA,INFO LINUX,NA,NA,NA,Komputer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2006,2006.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
c9f804c2-b25f-4b5f-bc7e-9b40bc0d730e,NA,Swa Sembada,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2009,2009.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
80499cdc-2e2d-4750-a78c-4a864948ef68,NA,ifrasia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Periodical Literature,2007,2007.0,NA,NA,NA,NA,NA,NA,NA,NA
b62a5ae6-1658-4584-bc38-5cc6ea6daaa3,NA,Readers Digest (SG),NA,NA,NA,Umum/Populer,NA,NA,NA,Readers digest asia,NA,Periodical Literature,2012,2012.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
ece74d41-6ad0-408c-a35f-08ccf0674bc7,NA,The Economist,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2019,2019.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
aa8e722c-d545-4024-b63d-69eb3715e6e3,NA,Gatra (edisi ganda living plus),NA,NA,NA,Umum/Populer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2008,2008.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
548c27f0-2a56-45ac-a9a2-6eabcb102dcc,NA,Trust,NA,NA,NA,Ekonomi,NA,NA,NA,PT. Hikmat Makna Aksara,NA,Periodical Literature,2010,2010.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
b67dc4bd-d749-4e23-b9f9-86387345c9b5,NA,Global justice update,NA,NA,NA,Hukum,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2007,2007.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
93c1bf69-7198-4faa-b791-9356e65ad1d0,NA,SWA,NA,NA,NA,Business,NA,NA,NA,PT.Swasembada Media Bisnis,NA,Periodical Literature,2019,2019.0,NA,Jakarta,JWC,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
c79c990f-68fa-4fd7-9397-dbd2e3a6ee46,NA,Gematika : jurnal manajemen informatika,NA,NA,NA,Manajemen,NA,NA,NA,Sekolah Tinggi Manajemen Informatika dan Komputer Akakom,NA,Periodical Literature,2009,2009.0,NA,Yogyakarta,Anggrek,NA,NA,NA,NA,Sekolah Tinggi Manajemen Informatika dan Komputer Akakom
2398bb00-3793-4c61-ae5a-8af93d9697bf,NA,Swa Sembada,NA,NA,NA,Business,NA,NA,NA,PT. Swasembada Media Bisnis,NA,Periodical Literature,2013,2013.0,NA,NA,Alam Sutra Main Campus,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
9167d917-0808-4c57-8069-c1c3d0e7b85d,NA,Harvard Business Review,NA,NA,NA,Business,NA,NA,NA,Harvard Business Review,NA,Periodical Literature,2016,2016.0,NA,NA,JWC,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,Harvard Business Review
5903500c-9a6b-4739-91bc-2aaa79eae9cf,NA,Chip Foto Video,NA,NA,NA,Komputer,NA,NA,NA,Kompas Gramedia,NA,Periodical Literature,2012,2012.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
496ff08e-531d-40ff-b49d-52dd10945b21,NA,Swa Sembada,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2010,2010.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
bb47a980-b71b-4829-81b5-cef30926a8cf,https://storagelkcdev.blob.core.windows.net/file-upload/migrate-cover/book_intmdt-accounting_skousen.jpg,SWA.,NA,NA,NA,Business,NA,NA,NA,PT. Swasembada Media Bisnis,NA,Periodical Literature,2019,2019.0,NA,NA,NA,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
17075609-e913-4591-82b5-f63e25a60a97,NA,Warta Ekonomi,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2013,2013.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
8ed06dae-11ee-4a22-90d5-2d1454cead62,NA,MSDN Magazine,NA,NA,NA,Komputer,NA,NA,NA,Microsoft Press,NA,Periodical Literature,2008,2008.0,NA,NA,Anggrek,NA,NA,NA,NA,Microsoft Press
02ef350d-4983-4db9-99d3-8fa19bce569f,NA,SWA,NA,NA,NA,Business,NA,NA,NA,PT.Swasembada Media Bisnis,NA,Periodical Literature,2017,2017.0,NA,Jakarta,Anggrek,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
12dcd6e7-a3e2-4e75-9f46-67b08519af86,NA,Chip,NA,NA,NA,Komputer,NA,NA,NA,Kompas Gramedia,NA,Periodical Literature,2012,2012.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
930cc15c-3b48-4c3a-8215-f339475aefd1,NA,National Geographic Indonesia,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Kompas Media Nusantara,NA,Periodical Literature,2010,2010.0,NA,NA,FX,NA,NA,NA,NA,NA
4d8e6a37-ee3e-45a6-9579-66f67ae30ee6,NA,Trust,NA,NA,NA,Ekonomi,NA,NA,NA,PT. Hikmat Makna Aksara,NA,Periodical Literature,2007,2007.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
fdbfd827-cb4b-45e1-a35a-c4770d34a1e8,NA,Pertanika Journal of Social Sciences and Humanities,NA,NA,NA,Ilmu dan Budaya,NA,NA,NA,Universiti sains  Malaysia,NA,Periodical Literature,2015,2015.0,NA,Penang,Anggrek,NA,NA,NA,NA,NA
568a4637-de7c-4a9f-94fd-a8cc380f8bc9,NA,Gatra,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Era Media Informasi,NA,Periodical Literature,2019,2019.0,NA,NA,Anggrek,NA,NA,NA,NA,PT. Era Media Informasi
b4f3739a-919c-492e-a506-0bb2c98edf81,NA,INFO LINUX,NA,NA,NA,Komputer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2008,2008.0,NA,NA,FX,NA,NA,NA,NA,Sine Nomine
5361a0c3-3426-4b36-9c6a-7e959221524f,NA,Harvard Business Review,NA,NA,NA,Business,NA,NA,NA,Harvard Business Review,NA,Periodical Literature,2017,2017.0,NA,NA,JWC,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,Harvard Business Review
7711748c-0623-41f3-b10f-f849db26f7f7,NA,Chip Foto Video,NA,NA,NA,Komputer,NA,NA,NA,Kompas Gramedia,NA,Periodical Literature,2011,2011.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
ed67d9c6-139b-4891-9ae5-49f85c66ee32,NA,Warta Ekonomi,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2010,2010.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
de51cc66-a799-4d62-a087-64543cf7f90c,NA,Swa Sembada,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2011,2011.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
2f2fb7c8-2cda-4302-82d8-65bd7eaaea97,NA,Marketeers,NA,NA,NA,Akuntansi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2018,2018.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
b4708329-e749-4fe0-9e13-bbfb6820c69b,NA,Jurnal Transportasi  : Forum Studi Transportas Antar Perguruan Tinggi,NA,NA,NA,Teknik Sipil,NA,NA,NA,BINUS University,NA,Periodical Literature,2020,2020.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
045112e9-1d56-488c-bbb7-4611706f9c6f,NA,Binus Business Review,NA,NA,NA,Akuntansi,NA,NA,NA,BINUS University,NA,Periodical Literature,2022,2022.0,NA,NA,Kijang,NA,NA,NA,NA,NA
965abaac-b49e-44ed-8cbb-6c1ddf6a8772,NA,Jurnal Matematika dan Sains,NA,NA,NA,MIPA,NA,NA,NA,Penerbit Institut Teknologi Bandung,NA,Periodical Literature,2012,2012.0,NA,NA,Alam Sutra Main Campus,NA,NA,NA,NA,NA
4871582a-2f3c-4e0f-b8a2-2b3d470e8d1b,NA,SWA,NA,NA,NA,Business,NA,NA,NA,PT.Swasembada Media Bisnis,NA,Periodical Literature,2020,2020.0,NA,Jakarta,Anggrek,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
78705d29-a964-49bb-92fa-d6adb438daad,NA,Business Week edisi Inggris,NA,NA,NA,Umum/Populer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2009,2009.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
c8f559ec-d6ca-487b-9ed3-f93e6faac37a,NA,Swa,NA,NA,NA,NA,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2015,2015.0,NA,NA,NA,NA,NA,NA,NA,Sine Nomine
44346e8d-b33a-4835-9a0c-16b54c888fea,NA,Info Komputer,NA,NA,NA,Komputer,NA,NA,NA,Kompas Gramedia,NA,Periodical Literature,2013,2013.0,NA,Jakarta,JWC,NA,NA,NA,NA,NA
6bc617bb-f3e7-431d-8458-420fad455c55,NA,Gatra,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Era Media Informasi,NA,Periodical Literature,2010,2010.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,PT. Era Media Informasi
9b14387a-3c39-42f4-9cb5-5ae350a29782,NA,"Binus Business Review : management, accounting and hospitality management",NA,NA,NA,Business,NA,NA,NA,BINUS University,NA,Periodical Literature,2014,2014.0,NA,NA,Kijang,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
cfb125ea-bc71-49d1-bb12-21064ad3613c,NA,Swa Sembada,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2005,2005.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
e98193f1-3151-47ff-aea4-d15ec8c16532,NA,Trust,NA,NA,NA,Ekonomi,NA,NA,NA,PT. Hikmat Makna Aksara,NA,Periodical Literature,2012,2012.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
7bf6ae0d-31d3-4f5b-adc2-1271f898ff38,NA,Chip,NA,NA,NA,Komputer,NA,NA,NA,Kompas Gramedia,NA,Periodical Literature,2007,2007.0,NA,Jakarta,JWC,NA,NA,NA,NA,NA
711fce56-f2e3-450d-80f1-d31a96a072f4,NA,Juisi : jurnal informatika dan sistem informasi,NA,NA,NA,Teknik Informasi,NA,NA,NA,Lembaga penelitian dan publikasi universitas ciputra,NA,Periodical Literature,2015,2015.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
1baa606e-7a6e-41c5-907f-08ca3e1457d6,NA,Chip Foto Video,NA,NA,NA,Komputer,NA,NA,NA,Kompas Gramedia,NA,Periodical Literature,2012,2012.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
5a41cc35-99a7-4a01-963a-e316affd0b82,NA,Jurnal Ilmiah Teknik Informatika : FORMAT,NA,NA,NA,Komputer,NA,NA,NA,Universitas Mercu Buana,NA,Periodical Literature,2001,2001.0,NA,NA,Anggrek,NA,NA,NA,NA,Universitas Mercu Buana
27fd5ea6-e88c-4c79-9955-8cc728e81b98,NA,The Economist,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2014,2014.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
aa9bfce7-40af-4554-991a-060dd6a63c2a,NA,Swa Sembada,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2007,2007.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
71833184-8f37-42fa-adda-eb9d67f616ec,NA,INFO LINUX,NA,NA,NA,Komputer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2011,2011.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
bd549e6d-0853-4675-b98f-8000de72de6c,NA,CommIT : Communication and Information Technology Journal,NA,NA,NA,Teknologi,NA,NA,NA,BINUS University,NA,Periodical Literature,2023,2023.0,NA,NA,Alam Sutra Main Campus,NA,NA,NA,NA,NA
b06b5ae5-420e-4e0c-bc19-3a8baa9790a1,NA,Tempo,NA,NA,NA,Umum/Populer,NA,NA,NA,Majalah Tempo,NA,Periodical Literature,2010,2010.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
d2e378df-7843-401d-9d89-4b09836ab246,NA,Trust,NA,NA,NA,Ekonomi,NA,NA,NA,PT. Hikmat Makna Aksara,NA,Periodical Literature,2009,2009.0,NA,Jakarta,JWC,NA,NA,NA,NA,NA
eb5f69fc-078c-47bb-88a8-9082216fca64,NA,IEEE computer graphics and applications,NA,NA,NA,Komputer,NA,NA,NA,IEEE Computer Society Press,NA,Periodical Literature,2005,2005.0,NA,NA,Anggrek,NA,NA,NA,NA,IEEE Computer Society Press
119478d0-454c-4941-9b72-1ff9d01e1079,NA,Bibliografi Nasional Indonesia = Indonesian National Bibliography,NA,NA,NA,Perpustakaan,NA,NA,NA,Perpustakaan Nasional RI,NA,Periodical Literature,2012,2012.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
a482e72a-e31e-4491-9bbf-b423588b96b1,NA,Chip Foto Video,NA,NA,NA,Komputer,NA,NA,NA,Kompas Gramedia,NA,Periodical Literature,2005,2005.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
e6a8e33c-c233-4389-a53d-55a94831e0a6,NA,Griya Asri,NA,NA,NA,Arsitektur,NA,NA,NA,PT. Griya Asri Prima,NA,Periodical Literature,2009,2009.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
3d513dce-972d-4b4d-ae79-61071780da32,NA,MIX,NA,NA,NA,Manajemen,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2012,2012.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
09e839d1-c37c-4328-bec2-f571a45de904,NA,ifrasia,NA,NA,NA,Business,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2007,2007.0,NA,NA,JWC,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,Sine Nomine
34990cb2-74f9-4012-a931-63829f59457c,NA,SWA,NA,NA,NA,Business,NA,NA,NA,PT.Swasembada Media Bisnis,NA,Periodical Literature,2019,2019.0,NA,Jakarta,Alam Sutra Main Campus,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
6ac397ee-9849-40ea-bf20-024f442551ae,NA,Lingua Cultura,NA,NA,NA,Bahasa dan Sastra,NA,NA,NA,BINUS University,NA,Periodical Literature,2018,2018.0,NA,NA,Kijang,NA,NA,NA,NA,NA
c82fabca-5124-42e9-8f3b-9518c9fd2c6e,NA,Chip Foto Video,NA,NA,NA,Komputer,NA,NA,NA,Kompas Gramedia,NA,Periodical Literature,2009,2009.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
5100a4b3-2f25-4879-a4fb-799bc0cd6c62,NA,IPMI magazine,NA,NA,NA,Umum/Populer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,0,0.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
cc8501a2-38d1-4466-9bc5-6d636b31f757,NA,Newsweek,NA,NA,NA,NA,NA,NA,NA,NA,NA,Periodical Literature,2011,2011.0,NA,NA,NA,NA,NA,NA,NA,NA
7f006a48-839d-482e-8f58-81d95c8c02a6,NA,Intisari,NA,NA,NA,Umum/Populer,NA,NA,NA,Kompas Gramedia,NA,Periodical Literature,2013,2013.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
a764fc73-79c9-426c-9d96-a5bfa4ddfea4,NA,SWA,NA,NA,NA,Business,NA,NA,NA,PT.Swasembada Media Bisnis,NA,Periodical Literature,2018,2018.0,NA,Jakarta,Anggrek,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
b1e9e4dd-d429-4370-87a3-4debdbbadc1c,NA,Warta Ekonomi,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2009,2009.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
20092d73-95e8-48ed-b5a8-7f1767cfd582,NA,Gatra Cars Plus - Every Car Is The Best Car,NA,NA,NA,Umum/Populer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2008,2008.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
566e3086-22db-4d74-8c94-72f07e5d4f8c,NA,PM Network,NA,NA,NA,Manajemen,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2007,2007.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
49664990-1d41-416f-a8e1-7c14d9af7a5a,NA,The Economist,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2011,2011.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
24667fb2-fde2-4a51-a9a8-43d12ac863f8,NA,National Geographic Indonesia,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Kompas Media Nusantara,NA,Periodical Literature,2010,2010.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
ec1eddce-785c-41ae-bf4b-eded44ed6a8b,NA,SWA,NA,NA,NA,Business,NA,NA,NA,PT.Swasembada Media Bisnis,NA,Periodical Literature,2017,2017.0,NA,Jakarta,JWC,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
88cb5e81-05c3-42c4-898f-01c62c52a0c6,NA,Tempo : English Edition,NA,NA,NA,Umum/Populer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2009,2009.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
88beb98d-631e-443c-9b96-364427b2ec67,NA,MSDN Magazine,NA,NA,NA,Komputer,NA,NA,NA,Microsoft Press,NA,Periodical Literature,2010,2010.0,NA,NA,Anggrek,NA,NA,NA,NA,Microsoft Press
2205b4a4-c849-476c-8188-525a8c1707b3,NA,Jurnal Grafis & Multimedia,NA,NA,NA,Desain,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2006,2006.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
57f53d3f-58fd-48ab-a64c-090f58241123,NA,Emerging markets : business and management studies journal,NA,NA,NA,Manajemen,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2017,2017.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
f393e511-76d4-496c-ac88-1d3c7481f455,NA,National Geographic Indonesia,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Kompas Media Nusantara,NA,Periodical Literature,2015,2015.0,NA,NA,FX,NA,NA,NA,NA,NA
33a0edcb-390b-4e43-8047-344e67715f67,NA,Transmedia,NA,NA,NA,Umum/Populer,NA,NA,NA,Kementerian Perhubungan RI,NA,Periodical Literature,2016,2016.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
714d362a-57c8-4983-912c-5d229659a360,NA,"Management expose : praktik manajemen di bidang jasa pariwisata/hotel, kehumasan dan pasar modal",NA,NA,NA,Pariwisata,NA,NA,NA,Universitas Sahid Jakarta,NA,Periodical Literature,2018,2018.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
ca57ec16-3aed-4f6e-a8fc-eb4fbcf58840,NA,Jurnal Teknologi industri,NA,NA,NA,Teknik Industri,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2006,2006.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
c4c83805-bb66-4e3b-ab3c-30fc5296fe4d,NA,Buletin Hukum Kebanksentralan,NA,NA,NA,Hukum,NA,NA,NA,Bank Indonesia,NA,Periodical Literature,2004,2004.0,NA,NA,Anggrek,NA,NA,NA,NA,Bank Indonesia
e400b679-d50d-44fd-8075-ab6459914bb8,NA,Chip Foto - Video Digital,NA,NA,NA,Komputer,NA,NA,NA,Kompas Gramedia,NA,Periodical Literature,2012,2012.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
b2201cdc-9d7c-4c39-b25e-8799b8b2578a,NA,Korean studies in Indonesia : An International Journal,NA,NA,NA,Bahasa dan Sastra,NA,NA,NA,International Association of Korean Studies in Indonesia,NA,Periodical Literature,1991,1991.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
88066aa6-1a51-477e-84dd-93270dac4663,NA,Harpers Bazaar,NA,NA,NA,NA,NA,NA,NA,NA,NA,Periodical Literature,2021,2021.0,NA,NA,NA,NA,NA,NA,NA,NA
40b56595-01e6-4451-9a67-3d744297cfb8,NA,Time,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Geotimes Aksara Media,NA,Periodical Literature,2011,2011.0,NA,Jakarta Pusat,Anggrek,NA,NA,NA,NA,NA
cd080920-783c-4bb4-be1d-38877142189e,NA,Warta Ekonomi,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2015,2015.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
788b553f-74fb-42d2-9a89-65581c9c13de,NA,Trust,NA,NA,NA,Ekonomi,NA,NA,NA,PT. Hikmat Makna Aksara,NA,Periodical Literature,2006,2006.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
b89484dd-4fa0-4485-b8fa-26dca12557d9,NA,Swa Sembada,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2010,2010.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
59241008-d79c-4b3c-b80b-9d80106ecbea,NA,Bloomberg Businessweek,NA,NA,NA,Business,NA,NA,NA,NA,NA,Periodical Literature,2014,2014.0,NA,NA,NA,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
006091d1-d377-4445-8c6a-d128c6017b39,NA,Business Week Global (versi inggris),NA,NA,NA,Business,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2010,2010.0,NA,NA,JWC,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,Sine Nomine
1807f4f3-316c-4c4f-8b15-9905fe388516,NA,Gatra,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Era Media Informasi,NA,Periodical Literature,2011,2011.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,PT. Era Media Informasi
15552c28-ea59-4750-9629-73a0e1048552,NA,MSDN Magazine,NA,NA,NA,Komputer,NA,NA,NA,Microsoft Press,NA,Periodical Literature,2012,2012.0,NA,NA,Alam Sutra Main Campus,NA,NA,NA,NA,Microsoft Press
6b4abe46-6f7f-42dc-9a66-365b74628879,NA,Swa Sembada,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2008,2008.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
b54c6bc6-4f36-4572-a1fd-d0bf30ed1a32,NA,SWA,NA,NA,NA,Business,NA,NA,NA,PT.Swasembada Media Bisnis,NA,Periodical Literature,2015,2015.0,NA,Jakarta,Anggrek,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
aa069d08-1a22-4ebe-b7b7-bbe0dc47b18a,NA,Trust,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Hikmat Makna Aksara,NA,Periodical Literature,2012,2012.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
6ed92b82-510d-4feb-83ae-2c145e2e2184,NA,SWA,NA,NA,NA,Business,NA,NA,NA,PT.Swasembada Media Bisnis,NA,Periodical Literature,2013,2013.0,NA,Jakarta,Alam Sutra Main Campus,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
f1cca32b-dedf-40c7-89f4-f68351a598d7,NA,Gatra,NA,NA,NA,NA,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2013,2013.0,NA,NA,NA,NA,NA,NA,NA,Sine Nomine
6b9ed7be-ea67-445b-9c89-5bcbcfb1dfcf,NA,Kalbis Scientia,NA,NA,NA,Teknologi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2015,2015.0,NA,NA,Alam Sutra Main Campus,NA,NA,NA,NA,Sine Nomine
51790a48-e158-4312-8b5e-63abbde7cc97,NA,Pertanika Journal of Social Sciences and Humanities,NA,NA,NA,Ilmu dan Budaya,NA,NA,NA,Universiti sains  Malaysia,NA,Periodical Literature,2016,2016.0,NA,Penang,Anggrek,NA,NA,NA,NA,NA
bcef23d4-ee18-4dc8-9c9c-6adad09c08cf,NA,Majalah ilmiah widya,NA,NA,NA,Umum/Populer,NA,NA,NA,Kopertis Wilayah III,NA,Periodical Literature,2012,2012.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
e3a171b4-63e0-4029-bfd9-b8144301a93f,NA,Jurnal partisi,NA,NA,NA,Teknik Sipil,NA,NA,NA,Binus University,NA,Periodical Literature,2008,2008.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
b38a2b09-76e6-4832-b370-c07a3475c9a9,NA,Newsweek Magazine,NA,NA,NA,Umum/Populer,NA,NA,NA,The Newsweek Daily Beast Company,NA,Periodical Literature,2011,2011.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
03226bee-290b-4214-b284-258a813bac5c,NA,Mutiara Biru- Sukses dari semangat dan kejujuran,NA,NA,NA,Umum/Populer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2009,2009.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
cb238175-d49f-4285-b2f3-314087c2345c,NA,Marketeers,NA,NA,NA,Akuntansi,NA,NA,NA,Marketeers Magazine,NA,Periodical Literature,2016,2016.0,NA,Jakarta,JWC,NA,NA,NA,NA,NA
6e91c699-a609-47d7-bfcd-9066f2f25b01,NA,Warta Ekonomi,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2008,2008.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
b8c6af62-0d41-4f00-8cce-ac9306a46992,NA,Newsweek Magazine,NA,NA,NA,Umum/Populer,NA,NA,NA,The Newsweek Daily Beast Company,NA,Periodical Literature,2010,2010.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
